player,position,c,d,lw,rw,start_year,start_age,years_played,retire_year,retire_age
Jonathan Ericsson\ericsjo01,D,0,1,0,0,2008,23,10,2017,32
Jonathan Ferland\ferlajo01,RW,0,0,0,1,2006,22,1,2006,22
Jonathan Filewich\filewjo01,RW,0,0,0,1,2008,23,1,2008,23
Jonathan Hedstrom\hedstjo01,RW,0,0,0,1,2006,28,1,2006,28
Jonathan Huberdeau\huberjo01,C,1,0,0,0,2013,19,5,2017,23
Jonathan Racine\racinjo01,D,0,1,0,0,2014,20,1,2014,20
Jonathan Sigalet\sigaljo02,D,0,1,0,0,2007,20,1,2009,20
Jonathan Toews\toewsjo01,C,1,0,0,0,2008,19,10,2017,28
Jonathon Blum\blumjo02,D,0,1,0,0,2011,22,5,2015,26
Jonathon Merrill\merrijo01,D,0,1,0,0,2014,21,4,2017,24
Joni Pitkanen\pitkajo01,D,0,1,0,0,2006,22,8,2013,29
Jonny Brodzinski\brodzjo01,C,1,0,0,0,2017,23,1,2017,23
Joonas Donskoi\donskjo01,RW,0,0,0,1,2016,23,2,2017,24
Joonas Kemppainen\kemppjo01,C,1,0,0,0,2016,27,1,2016,27
Joonas Nattinen\nattijo01,C,1,0,0,0,2014,23,1,2014,23
Joonas Rask\raskjo01,C,1,0,0,0,2013,22,1,2013,22
Jordan Caron\caronjo01,RW,0,0,0,1,2011,20,6,2016,25
Jordan Eberle\eberljo01,C,1,0,0,0,2011,20,7,2017,26
Jordan Hendry\hendrjo02,D,0,1,0,0,2008,23,6,2013,28
Jordan Leopold\leopojo01,D,0,1,0,0,2006,25,10,2015,34
Jordan Martinook\martijo01,C,1,0,0,0,2015,22,3,2017,24
Jordan Nolan\nolanjo01,C,1,0,0,0,2012,22,6,2017,27
Jordan Oesterle\oestejo01,D,0,1,0,0,2015,22,3,2017,24
Jordan Schmaltz\schmajo01,D,0,1,0,0,2017,23,1,2017,23
Jordan Schroeder\schrojo01,C,1,0,0,0,2013,22,5,2017,26
Jordan Smotherman\lavaljo01,LW,0,0,1,0,2008,21,2,2009,22
Jordan Staal\staaljo01,C,1,0,0,0,2007,18,11,2017,28
Jordan Szwarz\szwarjo01,RW,0,0,0,1,2014,22,2,2015,23
Jordan Weal\wealjo01,C,1,0,0,0,2016,23,2,2017,24
Jordie Benn\bennjo01,D,0,1,0,0,2012,24,6,2017,29
Jordin Tootoo\tootojo01,RW,0,0,0,1,2006,22,12,2017,33
Jori Lehtera\lehtejo01,C,1,0,0,0,2015,27,3,2017,29
Josef Melichar\melicjo01,D,0,1,0,0,2006,27,4,2009,30
Josef Vasicek\vasicjo01,C,1,0,0,0,2006,25,3,2009,27
Joseph Blandisi\blandjo01,LW,0,0,1,0,2016,21,2,2017,22
Joseph Cramarossa\cramajo01,LW,0,0,1,0,2017,24,1,2017,24
Joseph Labate\labatjo01,C,1,0,0,0,2017,23,1,2017,23
Joseph Morrow\morrojo02,D,0,1,0,0,2015,22,3,2017,24
Josh Anderson\anderjo05,RW,0,0,0,1,2015,20,3,2017,22
Josh Archibald\archijo01,RW,0,0,0,1,2016,23,2,2017,24
Josh Bailey\bailejo01,C,1,0,0,0,2009,19,9,2017,27
Josh Gorges\gorgejo01,D,0,1,0,0,2006,21,12,2017,32
Josh Gratton\grattjo01,LW,0,0,1,0,2006,23,4,2009,26
Josh Green\greenjo01,C,1,0,0,0,2006,28,7,2012,34
Josh Hennessy\hennejo01,C,1,0,0,0,2007,21,6,2012,26
Josh Jooris\joorijo01,C,1,0,0,0,2015,24,3,2017,26
Josh Langfeld\langfjo01,RW,0,0,0,1,2006,28,3,2009,30
Josh Leivo\leivojo01,LW,0,0,1,0,2014,20,4,2017,23
Josh Manson\mansojo01,D,0,1,0,0,2015,23,3,2017,25
Josh Morrissey\morrijo04,D,0,1,0,0,2016,20,2,2017,21
Joshua Ho-Sang\hosanjo01,RW,0,0,0,1,2017,21,1,2017,21
Jozef Balej\balejjo01,RW,0,0,0,1,2006,23,1,2006,23
Jozef Stumpel\stumpjo01,C,1,0,0,0,2006,33,3,2009,35
Jujhar Khaira\khairju01,LW,0,0,1,0,2016,21,2,2017,22
Julian Melchiori\melchju01,D,0,1,0,0,2014,22,4,2017,25
Julien Brouillette\brouiju01,D,0,1,0,0,2014,27,2,2015,28
Julius Honka\honkaju01,D,0,1,0,0,2017,21,1,2017,21
Junior Lessard\lessaju01,RW,0,0,0,1,2006,25,3,2009,27
Juraj Kolnik\kolniju01,RW,0,0,0,1,2006,25,2,2009,26
Jussi Jokinen\jokinju01,LW,0,0,1,0,2006,22,12,2017,33
Jussi Timonen\timonju01,D,0,1,0,0,2007,23,1,2009,23
Justin Abdelkader\abdelju01,LW,0,0,1,0,2008,20,10,2017,29
Justin Bailey\baileju01,RW,0,0,0,1,2016,20,2,2017,21
Justin Braun\braunju01,D,0,1,0,0,2011,23,7,2017,29
Justin Dibenedetto\dibenju01,LW,0,0,1,0,2011,22,1,2011,22
Justin Dowling\dowliju01,C,1,0,0,0,2017,26,1,2017,26
Justin Falk\falkju01,D,0,1,0,0,2010,21,8,2017,28
Justin Faulk\faulkju01,D,0,1,0,0,2012,19,6,2017,24
Justin Florek\floreju01,LW,0,0,1,0,2014,23,1,2014,23
Justin Fontaine\fontaju01,RW,0,0,0,1,2014,26,3,2016,28
Justin Hodgman\hodgmju01,C,1,0,0,0,2015,26,1,2015,26
Justin Johnson\johnsju01,RW,0,0,0,1,2014,32,1,2014,32
Justin Mercier\merciju01,LW,0,0,1,0,2010,22,1,2010,22
Justin Schultz\schulju01,D,0,1,0,0,2013,22,5,2017,26
Justin Shugg\shuggju01,RW,0,0,0,1,2015,23,1,2015,23
Justin Williams\williju01,RW,0,0,0,1,2006,24,12,2017,35
Jyrki Jokipakka\jokipjy01,D,0,1,0,0,2015,23,3,2017,25
Kael Mouillierat\mouilka01,LW,0,0,1,0,2015,27,2,2016,28
Kalle Kossila\kossika01,LW,0,0,1,0,2017,23,1,2017,23
Kamil Kreps\krepska01,C,1,0,0,0,2007,22,4,2010,25
Karel Rachunek\rachuka01,D,0,1,0,0,2007,27,2,2009,28
Karl Alzner\alzneka01,D,0,1,0,0,2009,20,9,2017,28
Karl Stewart\stewaka01,LW,0,0,1,0,2006,22,3,2009,24
Karl Stollery\stollka01,D,0,1,0,0,2014,26,4,2017,29
Karlis Skrastins\skraska01,D,0,1,0,0,2006,31,6,2011,36
Kaspars Daugavins\daugaka01,LW,0,0,1,0,2010,21,4,2013,24
Kasperi Kapanen\kapanka01,RW,0,0,0,1,2016,19,2,2017,20
Keaton Ellerby\ellerke01,D,0,1,0,0,2010,21,6,2015,26
Keegan Lowe\loweke02,D,0,1,0,0,2015,21,1,2015,21
Keith Aucoin\aucoike01,C,1,0,0,0,2006,27,9,2014,35
Keith Aulie\aulieke01,D,0,1,0,0,2011,21,5,2015,25
Keith Ballard\ballake01,D,0,1,0,0,2006,23,10,2015,32
Keith Carney\carneke01,D,0,1,0,0,2006,35,3,2009,37
Keith Primeau\primeke02,C,1,0,0,0,2006,34,1,2006,34
Keith Tkachuk\tkachke01,C,1,0,0,0,2006,33,5,2010,37
Keith Yandle\yandlke01,D,0,1,0,0,2007,20,11,2017,30
Kellan Lain\lainke01,LW,0,0,1,0,2014,24,1,2014,24
Ken Belanger\belanke01,LW,0,0,1,0,2006,31,1,2006,31
Ken Klee\kleeke01,D,0,1,0,0,2006,34,4,2009,37
Kenndal McArdle\mcardke01,LW,0,0,1,0,2009,22,4,2012,25
Kenny Agostino\agostke01,LW,0,0,1,0,2014,21,4,2017,24
Kent Huskins\huskike01,D,0,1,0,0,2007,27,7,2013,33
Kerby Rychel\rycheke01,LW,0,0,1,0,2015,20,2,2016,21
Kevan Miller\milleke03,D,0,1,0,0,2014,26,4,2017,29
Kevin Bieksa\biekske01,D,0,1,0,0,2006,24,12,2017,35
Kevin Colley\colleke01,C,1,0,0,0,2006,27,1,2006,27
Kevin Connauton\connake01,D,0,1,0,0,2014,23,4,2017,26
Kevin Czuczman\czuczke01,D,0,1,0,0,2014,23,1,2014,23
Kevin Dallman\dallmke01,D,0,1,0,0,2006,24,3,2009,26
Kevin Doell\doellke01,C,1,0,0,0,2008,28,1,2008,28
Kevin Fiala\fialake01,LW,0,0,1,0,2015,18,3,2017,20
Kevin Gravel\graveke01,D,0,1,0,0,2016,23,2,2017,24
Kevin Hayes\hayeske01,RW,0,0,0,1,2015,22,3,2017,24
Kevin Henderson\hendeke01,LW,0,0,1,0,2013,26,1,2013,26
Kevin Klein\kleinke01,D,0,1,0,0,2006,21,12,2017,32
Kevin Labanc\labanke01,RW,0,0,0,1,2017,21,1,2017,21
Kevin Marshall\marshke01,D,0,1,0,0,2012,22,1,2012,22
Kevin Porter\porteke01,C,1,0,0,0,2009,22,9,2017,30
Kevin Quick\quickke01,D,0,1,0,0,2009,20,1,2009,20
Kevin Rooney\rooneke01,C,1,0,0,0,2017,23,1,2017,23
Kevin Shattenkirk\shattke01,D,0,1,0,0,2011,22,7,2017,28
Kevin Westgarth\westgke01,RW,0,0,0,1,2009,24,6,2014,29
Kevyn Adams\adamske01,C,1,0,0,0,2006,31,3,2009,33
Kim Johnsson\johnski01,D,0,1,0,0,2006,29,5,2010,33
Kimmo Timonen\timonki01,D,0,1,0,0,2006,30,10,2015,39
Kip Brennan\brennki01,LW,0,0,1,0,2006,25,3,2008,27
Kirk Maltby\maltbki01,LW,0,0,1,0,2006,33,5,2010,37
Klas Dahlbeck\dahlbkl01,D,0,1,0,0,2015,23,3,2017,25
Konstantin Koltsov\koltsko01,LW,0,0,1,0,2006,24,1,2006,24
Konstantin Pushkarev\pushkko01,RW,0,0,0,1,2006,20,2,2009,21
Korbinian Holzer\holzeko01,D,0,1,0,0,2011,22,7,2017,28
Kris Beech\beechkr01,C,1,0,0,0,2006,24,3,2009,26
Kris Chucko\chuckkr01,RW,0,0,0,1,2009,22,1,2009,22
Kris Draper\drapekr01,C,1,0,0,0,2006,34,6,2011,39
Kris Foucault\foucakr01,LW,0,0,1,0,2012,21,1,2012,21
Kris Fredheim\fredhkr01,D,0,1,0,0,2012,24,1,2012,24
Kris Letang\letankr01,D,0,1,0,0,2007,19,11,2017,29
Kris Newbury\newbukr01,C,1,0,0,0,2007,24,8,2014,31
Kris Russell\russekr01,D,0,1,0,0,2008,20,10,2017,29
Kris Versteeg\verstkr01,LW,0,0,1,0,2008,21,10,2017,30
Kristian Huselius\huselkr01,LW,0,0,1,0,2006,27,7,2012,33
Krys Barch\barchkr01,LW,0,0,1,0,2007,26,8,2014,33
Krys Kolanos\kolankr01,C,1,0,0,0,2006,24,7,2012,30
Krzysztof Oliwa\oliwakr01,LW,0,0,1,0,2006,32,1,2006,32
Kurt Sauer\sauerku01,D,0,1,0,0,2006,25,5,2010,29
Kurtis Foster\fosteku01,D,0,1,0,0,2006,24,8,2013,31
Kurtis Gabriel\gabriku01,RW,0,0,0,1,2016,22,2,2017,23
Kurtis McLean\mcleaku01,RW,0,0,0,1,2009,28,1,2009,28
Kyle Baun\baunky01,RW,0,0,0,1,2015,22,2,2016,23
Kyle Brodziak\brodzky01,C,1,0,0,0,2006,21,12,2017,32
Kyle Calder\caldeky01,LW,0,0,1,0,2006,27,5,2010,31
Kyle Chipchura\chipcky01,C,1,0,0,0,2008,21,9,2016,29
Kyle Clifford\cliffky01,LW,0,0,1,0,2011,20,7,2017,26
Kyle Connor\connoky01,LW,0,0,1,0,2017,20,1,2017,20
Kyle Cumiskey\cumisky01,D,0,1,0,0,2007,20,9,2015,28
Kyle Greentree\greenky01,LW,0,0,1,0,2008,24,2,2009,25
Kyle McLaren\mclarky01,D,0,1,0,0,2006,28,3,2009,30
Kyle Okposo\okposky01,RW,0,0,0,1,2008,19,10,2017,28
Kyle Palmieri\palmiky01,C,1,0,0,0,2011,19,7,2017,25
Kyle Quincey\quincky01,D,0,1,0,0,2006,20,12,2017,31
Kyle Rau\rauky01,C,1,0,0,0,2016,23,2,2017,24
Kyle Turris\turriky01,C,1,0,0,0,2008,18,10,2017,27
Kyle Wanvig\wanviky01,RW,0,0,0,1,2006,25,3,2009,27
Kyle Wellwood\wellwky01,C,1,0,0,0,2006,22,8,2013,29
Kyle Wilson\wilsoky01,C,1,0,0,0,2010,25,3,2012,27
Ladislav Nagy\nagyla01,LW,0,0,1,0,2006,26,3,2009,28
Ladislav Smid\smidla01,D,0,1,0,0,2007,20,10,2016,29
Lance Bouma\boumala01,C,1,0,0,0,2011,20,7,2017,26
Landon Ferraro\ferrala01,C,1,0,0,0,2014,22,3,2016,24
Landon Wilson\wilsola02,RW,0,0,0,1,2009,33,1,2009,33
Lane MacDermid\macdela01,D,0,1,0,0,2012,22,3,2014,24
Lars Eller\ellerla01,C,1,0,0,0,2010,20,8,2017,27
Lars Jonsson\jonssla01,D,0,1,0,0,2007,25,1,2009,25
Lasse Kukkonen\kukkola01,D,0,1,0,0,2007,25,3,2009,27
Lasse Pirjeta\pirjela01,C,1,0,0,0,2006,31,1,2006,31
Laurent Dauphin\dauphla01,C,1,0,0,0,2016,20,2,2017,21
Lauri Korpikoski\korpila01,LW,0,0,1,0,2009,22,9,2017,30
Lauri Tukonen\tukonla01,RW,0,0,0,1,2007,20,2,2009,21
Lawrence Nycholat\nychola01,D,0,1,0,0,2007,27,3,2009,29
Lawson Crouse\crousla01,LW,0,0,1,0,2017,19,1,2017,19
Lee Goren\gorenle01,RW,0,0,0,1,2006,28,2,2009,29
Lee Stempniak\stemple01,RW,0,0,0,1,2006,22,12,2017,33
Lee Sweatt\sweatle01,D,0,1,0,0,2011,25,1,2011,25
Lennart Petrell\petrele01,C,1,0,0,0,2012,27,2,2013,28
Leo Komarov\komarle01,C,1,0,0,0,2013,26,5,2017,30
Leon Draisaitl\draisle01,C,1,0,0,0,2015,19,3,2017,21
Liam O'Brien\obrieli01,C,1,0,0,0,2015,20,3,2017,22
Liam Reddox\reddoli01,LW,0,0,1,0,2008,22,4,2011,25
Linden Vey\veyli01,RW,0,0,0,1,2014,22,4,2017,25
Linus Klasen\klaseli01,LW,0,0,1,0,2011,24,1,2011,24
Linus Omark\omarkli01,LW,0,0,1,0,2011,23,4,2014,26
Logan Couture\coutulo01,C,1,0,0,0,2010,20,8,2017,27
Logan Shaw\shawlo01,RW,0,0,0,1,2016,24,2,2017,25
Loui Eriksson\erikslo01,LW,0,0,1,0,2007,21,11,2017,31
Louis Leblanc\leblalo01,C,1,0,0,0,2012,21,3,2014,23
Louis Robitaille\robitlo01,D,0,1,0,0,2006,23,1,2006,23
Lubomir Visnovsky\visnolu01,D,0,1,0,0,2006,29,10,2015,38
Luc Bourdon\bourdlu01,D,0,1,0,0,2007,19,2,2009,20
Luc Robitaille*\robitlu01,LW,0,0,1,0,2006,39,1,2006,39
Luca Caputi\caputlu01,LW,0,0,1,0,2009,20,3,2011,22
Luca Sbisa\sbisalu01,D,0,1,0,0,2009,19,9,2017,27
Lucas Lessio\lessilu01,LW,0,0,1,0,2014,21,3,2016,23
Lucas Wallmark\wallmlu01,C,1,0,0,0,2017,21,1,2017,21
Lukas Kaspar\kaspalu01,LW,0,0,1,0,2008,22,2,2009,23
Lukas Krajicek\krajilu01,D,0,1,0,0,2006,22,5,2010,26
Lukas Sedlak\sedlalu01,LW,0,0,1,0,2017,23,1,2017,23
Luke Adam\adamlu01,C,1,0,0,0,2011,20,5,2015,24
Luke Gazdic\gazdilu01,LW,0,0,1,0,2014,24,4,2017,27
Luke Glendening\glendlu01,C,1,0,0,0,2014,24,4,2017,27
Luke Richardson\richalu01,D,0,1,0,0,2006,36,4,2009,39
Luke Schenn\schenlu01,D,0,1,0,0,2009,19,9,2017,27
Luke Witkowski\witkolu01,D,0,1,0,0,2015,24,3,2017,26
Lyle Odelein\odelely01,D,0,1,0,0,2006,37,1,2006,37
Lynn Loyns\loynsly01,LW,0,0,1,0,2006,24,1,2006,24
MacGregor Sharp\sharpma01,C,1,0,0,0,2010,24,1,2010,24
MacKenzie Weegar\weegama01,D,0,1,0,0,2017,23,1,2017,23
Magnus Johansson\johanma01,D,0,1,0,0,2008,34,1,2008,34
Magnus Paajarvi\paajama01,LW,0,0,1,0,2011,19,7,2017,25
Maksim Mayorov\mayorma01,LW,0,0,1,0,2009,19,4,2012,22
Manny Malhotra\malhoma01,C,1,0,0,0,2006,25,10,2015,34
Marc Chouinard\chouima01,C,1,0,0,0,2006,28,2,2009,29
Marc Methot\methoma01,D,0,1,0,0,2007,21,11,2017,31
Marc Pouliot\poulima01,C,1,0,0,0,2006,20,7,2012,26
Marc Savard\savarma01,C,1,0,0,0,2006,28,6,2011,33
Marc Staal\staalma01,D,0,1,0,0,2008,21,10,2017,30
Marc-Andre Bergeron\bergema02,D,0,1,0,0,2006,25,8,2013,32
Marc-Andre Bourdon\bourdma01,D,0,1,0,0,2012,22,1,2012,22
Marc-Andre Cliche\clichma01,C,1,0,0,0,2010,22,6,2015,27
Marc-Andre Gragnani\gragnma01,D,0,1,0,0,2008,20,9,2016,28
Marc-Edouard Vlasic\vlasima01,D,0,1,0,0,2007,19,11,2017,29
Marcel Goc\gocma01,C,1,0,0,0,2006,22,10,2015,31
Marcel Hossa\hossama02,LW,0,0,1,0,2006,24,3,2009,26
Marcel Mueller\muellma01,C,1,0,0,0,2011,22,1,2011,22
Marco Scandella\scandma01,D,0,1,0,0,2011,20,7,2017,26
Marco Sturm\sturmma01,LW,0,0,1,0,2006,27,7,2012,33
Marcus Foligno\foligma01,LW,0,0,1,0,2012,20,6,2017,25
Marcus Johansson\johanma03,C,1,0,0,0,2011,20,7,2017,26
Marcus Kruger\krugema01,C,1,0,0,0,2011,20,7,2017,26
Marcus Nilson\nilsoma01,LW,0,0,1,0,2006,27,3,2009,29
Marcus Sorensen\sorenma01,RW,0,0,0,1,2017,24,1,2017,24
Marek Hrivik\hrivima01,LW,0,0,1,0,2016,24,2,2017,25
Marek Malik\malikma01,D,0,1,0,0,2006,30,4,2009,33
Marek Svatos\svatoma01,RW,0,0,0,1,2006,23,6,2011,28
Marek Zidlicky\zidlima01,D,0,1,0,0,2006,28,11,2016,38
Marian Gaborik\gaborma01,RW,0,0,0,1,2006,23,12,2017,34
Marian Hossa\hossama01,RW,0,0,0,1,2006,27,12,2017,38
Mario Bliznak\bliznma01,C,1,0,0,0,2010,22,2,2011,23
Mario Lemieux*\lemiema01,C,1,0,0,0,2006,40,1,2006,40
Mariusz Czerkawski\czerkma01,RW,0,0,0,1,2006,33,1,2006,33
Mark Alt\altma01,D,0,1,0,0,2015,23,1,2015,23
Mark Arcobello\arcobma01,C,1,0,0,0,2013,24,4,2016,27
Mark Barberio\barbema01,D,0,1,0,0,2013,22,5,2017,26
Mark Bell\bellma01,LW,0,0,1,0,2006,25,7,2012,31
Mark Borowiecki\borowma01,D,0,1,0,0,2012,22,6,2017,27
Mark Cullen\cullema02,C,1,0,0,0,2006,27,7,2012,33
Mark Cundari\cundama01,D,0,1,0,0,2013,22,2,2014,23
Mark Eaton\eatonma01,D,0,1,0,0,2006,28,8,2013,35
Mark Fayne\faynema01,D,0,1,0,0,2011,23,7,2017,29
Mark Fistric\fistrma01,D,0,1,0,0,2008,21,8,2015,28
Mark Flood\floodma01,D,0,1,0,0,2010,25,3,2012,27
Mark Fraser\frasema01,D,0,1,0,0,2007,20,9,2015,28
Mark Giordano\giordma01,D,0,1,0,0,2006,22,12,2017,33
Mark Hartigan\hartima01,C,1,0,0,0,2006,28,3,2009,30
Mark Jankowski\jankoma01,C,1,0,0,0,2017,22,1,2017,22
Mark Katic\katicma01,D,0,1,0,0,2011,21,1,2011,21
Mark Letestu\letesma01,C,1,0,0,0,2010,24,8,2017,31
Mark Mancari\mancama01,RW,0,0,0,1,2007,21,6,2012,26
Mark McNeill\mcneima01,RW,0,0,0,1,2016,22,2,2017,23
Mark Mowers\mowerma01,RW,0,0,0,1,2006,31,3,2009,33
Mark Olver\olverma01,C,1,0,0,0,2011,23,3,2013,25
Mark Parrish\parrima01,RW,0,0,0,1,2006,28,6,2011,33
Mark Popovic\popovma01,D,0,1,0,0,2006,23,5,2010,27
Mark Pysyk\pysykma01,D,0,1,0,0,2013,21,5,2017,25
Mark Recchi*\recchma01,RW,0,0,0,1,2006,37,6,2011,42
Mark Rycroft\rycroma01,LW,0,0,1,0,2006,27,2,2009,28
Mark Scheifele\scheima01,C,1,0,0,0,2012,18,6,2017,23
Mark Smith\smithma01,C,1,0,0,0,2006,28,3,2009,30
Mark Stone\stonema01,RW,0,0,0,1,2013,20,5,2017,24
Mark Streit\streima01,D,0,1,0,0,2006,28,12,2017,39
Mark Stuart\stuarma01,D,0,1,0,0,2006,21,12,2017,32
Mark Van Guilder\vanguma01,C,1,0,0,0,2014,30,1,2014,30
Marko Dano\danoma01,C,1,0,0,0,2015,20,3,2017,22
Markus Granlund\granlma01,C,1,0,0,0,2014,20,4,2017,23
Markus Hannikainen\hannima01,LW,0,0,1,0,2016,22,2,2017,23
Markus Naslund\nasluma02,LW,0,0,1,0,2006,32,4,2009,35
Markus Nutivaara\nutivma01,D,0,1,0,0,2017,22,1,2017,22
Martin Cibak\cibakma01,C,1,0,0,0,2006,25,1,2006,25
Martin Erat\eratma01,LW,0,0,1,0,2006,24,10,2015,33
Martin Frk\frkma01,RW,0,0,0,1,2017,23,1,2017,23
Martin Gelinas\gelinma01,LW,0,0,1,0,2006,35,3,2009,37
Martin Grenier\grenima01,D,0,1,0,0,2007,26,1,2009,26
Martin Hanzal\hanzama01,C,1,0,0,0,2008,20,10,2017,29
Martin Havlat\havlama01,LW,0,0,1,0,2006,24,11,2016,34
Martin Lapointe\lapoima01,RW,0,0,0,1,2006,32,3,2009,34
Martin Lojek\lojekma01,D,0,1,0,0,2007,21,2,2009,22
Martin Marincin\marinma01,D,0,1,0,0,2014,21,4,2017,24
Martin Rucinsky\rucinma01,LW,0,0,1,0,2006,34,3,2009,36
Martin Skoula\skoulma01,D,0,1,0,0,2006,26,5,2010,30
Martin St. Louis\stlouma01,RW,0,0,0,1,2006,30,10,2015,39
Martin St. Pierre\stpiema01,C,1,0,0,0,2006,22,9,2014,30
Martin Straka\strakma01,C,1,0,0,0,2006,33,3,2009,35
Martins Karsums\karsuma01,RW,0,0,0,1,2009,22,1,2009,22
Marty Murray\murrama01,C,1,0,0,0,2007,31,1,2009,31
Marty Reasoner\reasoma01,C,1,0,0,0,2006,28,8,2013,35
Masi Marjamaki\marjama01,RW,0,0,0,1,2006,21,1,2006,21
Mason Raymond\raymoma01,LW,0,0,1,0,2008,22,10,2017,31
Mat Clark\clarkma01,D,0,1,0,0,2012,21,4,2015,24
Mathew Barzal\barzama01,C,1,0,0,0,2017,19,1,2017,19
Mathew Dumba\dumbama01,D,0,1,0,0,2014,19,4,2017,22
Mathias Tjarnqvist\tjarnma01,C,1,0,0,0,2006,26,3,2009,28
Mathieu Biron\bironma02,D,0,1,0,0,2006,25,1,2006,25
Mathieu Carle\carlema02,D,0,1,0,0,2010,22,1,2010,22
Mathieu Dandenault\dandema01,D,0,1,0,0,2006,29,4,2009,32
Mathieu Darche\darchma01,LW,0,0,1,0,2007,30,6,2012,35
Mathieu Perreault\perrema01,C,1,0,0,0,2010,22,8,2017,29
Mathieu Roy\royma01,D,0,1,0,0,2006,22,8,2013,29
Mathieu Schneider\schnema01,D,0,1,0,0,2006,36,5,2010,40
Mats Sundin*\sundima01,C,1,0,0,0,2006,34,4,2009,37
Mats Zuccarello\zuccama01,LW,0,0,1,0,2011,23,7,2017,29
Matt Anderson\anderma01,RW,0,0,0,1,2013,30,1,2013,30
Matt Bartkowski\bartkma01,D,0,1,0,0,2011,22,7,2017,28
Matt Beleskey\belesma01,LW,0,0,1,0,2009,20,9,2017,28
Matt Benning\bennima01,D,0,1,0,0,2017,22,1,2017,22
Matt Bradley\bradlma01,RW,0,0,0,1,2006,27,7,2012,33
Matt Calvert\calvema01,LW,0,0,1,0,2011,21,7,2017,27
Matt Campanale\campama01,D,0,1,0,0,2011,22,1,2011,22
Matt Carey\careyma01,LW,0,0,1,0,2014,21,1,2014,21
Matt Carkner\carknma01,D,0,1,0,0,2006,25,9,2014,33
Matt Carle\carlema01,D,0,1,0,0,2006,21,12,2017,32
Matt Cooke\cookema01,LW,0,0,1,0,2006,27,10,2015,36
Matt Cullen\cullema01,C,1,0,0,0,2006,29,12,2017,40
Matt D'Agostini\dagosma01,RW,0,0,0,1,2008,21,7,2014,27
Matt Donovan\donovma01,D,0,1,0,0,2012,21,4,2015,24
Matt Duchene\duchema01,C,1,0,0,0,2010,19,8,2017,26
Matt Ellis\ellisma01,LW,0,0,1,0,2007,25,9,2015,33
Matt Ellison\ellisma02,RW,0,0,0,1,2006,22,2,2009,23
Matt Foy\foyma01,RW,0,0,0,1,2006,22,3,2009,24
Matt Fraser\frasema02,LW,0,0,1,0,2012,21,4,2015,24
Matt Frattin\frattma01,RW,0,0,0,1,2011,23,5,2015,27
Matt Gilroy\gilroma01,D,0,1,0,0,2010,25,5,2014,29
Matt Greene\greenma01,D,0,1,0,0,2006,22,12,2017,33
Matt Halischuk\halisma01,RW,0,0,0,1,2009,20,8,2016,27
Matt Hendricks\hendrma01,C,1,0,0,0,2009,27,9,2017,35
Matt Hunwick\hunwima01,D,0,1,0,0,2008,22,10,2017,31
Matt Hussey\hussema01,C,1,0,0,0,2006,26,2,2009,27
Matt Irwin\irwinma01,D,0,1,0,0,2013,25,5,2017,29
Matt Jones\jonesma01,D,0,1,0,0,2006,22,3,2009,24
Matt Kassian\kassima01,LW,0,0,1,0,2011,24,4,2014,27
Matt Keith\keithma01,RW,0,0,0,1,2006,22,3,2009,24
Matt Koalska\koalsma01,C,1,0,0,0,2006,25,1,2006,25
Matt Lashoff\lashoma01,D,0,1,0,0,2007,20,5,2011,24
Matt Lindblad\lindbma01,C,1,0,0,0,2014,23,2,2015,24
Matt Martin\martima02,LW,0,0,1,0,2010,20,8,2017,27
Matt Moulson\moulsma01,LW,0,0,1,0,2008,24,10,2017,33
Matt Murley\murlema01,LW,0,0,1,0,2006,26,3,2008,28
Matt Niskanen\niskama01,D,0,1,0,0,2008,21,10,2017,30
Matt Pelech\pelecma01,D,0,1,0,0,2009,21,6,2014,26
Matt Pettinger\pettima01,LW,0,0,1,0,2006,25,5,2010,29
Matt Puempel\puempma01,LW,0,0,1,0,2015,22,3,2017,24
Matt Read\readma01,RW,0,0,0,1,2012,25,6,2017,30
Matt Ryan\ryanma01,C,1,0,0,0,2006,22,1,2006,22
Matt Smaby\smabyma01,D,0,1,0,0,2008,23,4,2011,26
Matt Stajan\stajama01,C,1,0,0,0,2006,22,12,2017,33
Matt Taormina\taormma01,D,0,1,0,0,2011,24,6,2016,29
Matt Tennyson\tennyma01,D,0,1,0,0,2013,22,5,2017,26
Matt Walker\walkema01,D,0,1,0,0,2006,25,7,2012,31
Matt Watkins\watkima01,RW,0,0,0,1,2012,25,1,2012,25
Matthew Barnaby\barnama01,LW,0,0,1,0,2006,32,2,2009,33
Matthew Corrente\correma01,D,0,1,0,0,2010,21,2,2011,22
Matthew Grzelcyk\grzelma01,D,0,1,0,0,2017,23,1,2017,23
Matthew Konan\konanma01,D,0,1,0,0,2013,21,1,2013,21
Matthew Lombardi\lombama01,C,1,0,0,0,2006,23,8,2013,30
Matthew Lorito\loritma01,LW,0,0,1,0,2017,26,1,2017,26
Matthew Nieto\nietoma01,LW,0,0,1,0,2014,21,4,2017,24
Matthew Peca\pecama01,C,1,0,0,0,2017,23,1,2017,23
Matthew Spiller\spillma01,D,0,1,0,0,2006,22,3,2008,24
Matthew Tkachuk\tkachma01,LW,0,0,1,0,2017,19,1,2017,19
Mattias Ekholm\ekholma01,D,0,1,0,0,2012,21,6,2017,26
